"month","country","generation"
"04","CAN",1685532.5
"04","CAN.AB",13298.7
"04","CAN.AR",10910.6
"04","CAN.BC",14010.4
"04","CAN.MB",12205.5
"04","CAN.NL",10656.9
"04","CAN.NO",11455.7
"04","CAN.ON",12176.3
"04","CAN.QC",11174.9
"04","CAN.SK",13020.2
"04","CHE",5755.7
"04","CHL",306311.9
"04","CHN",1189825.3
"04","CHN.AN",7259.4
"04","CHN.BE",9404.8
"04","CHN.CH",7562.6
"04","CHN.EM",9017.6
"04","CHN.FU",7577.5
"04","CHN.GA",9834.2
"04","CHN.GD",8122.2
"04","CHN.GU",8037.1
"04","CHN.GX",7868.5
"04","CHN.HA",8573.9
"04","CHN.HB",10240.9
"04","CHN.HE",7978.9
"04","CHN.HJ",8235.1
"04","CHN.HK",8541.2
"04","CHN.HN",6933.3
"04","CHN.HU",7132.5
"04","CHN.JI",9187.1
"04","CHN.JS",7392.7
"04","CHN.JX",6960.6
"04","CHN.LI",8777.7
"04","CHN.MA",8616
"04","CHN.NI",9260.2
"04","CHN.QI",11299.8
"04","CHN.SC",8334.5
"04","CHN.SD",8216.5
"04","CHN.SH",7505.2
"04","CHN.SI",9166.8
"04","CHN.SX",9396.6
"04","CHN.TI",10490.4
"04","CHN.TJ",8660.6
"04","CHN.WM",9960.6
"04","CHN.XI",9396.9
"04","CHN.YU",9174.6
"04","CHN.ZH",7407.1
"04","CIV",5498.3
"04","CMR",11221.4
"04","COD",9478.7
"04","COG",9213.3
"04","COL",8683.3
"04","CPV",9686.8
"04","CRI",13490.1
"04","CUB",12934.2
"04","CYP",16273.8
"04","CZE",4941601.7
"04","DEU",4532527.6
"04","DJI",13355.2
"04","DNK",28225.4
"04","DOM",29359
"04","DZA",13693.8
"04","ECU",11309.2
"04","EGY",15626.9
"04","ERI",13255.2
"04","ESH",13391.2
"04","ESP",459729.8
"04","EST",10123.8
"04","ETH",15001.9
"04","FIN",6708.6
"04","FJI",11336.5
"04","FRA",7519653.9
"04","GAB",8494.6
"04","GBR",10625239.6
"04","GEO",11146.1
"04","GHA",8854
"04","GIN",13201
"04","GMB",12407.6
"04","GNB",12051.1
"04","GNQ",7687.6
"04","GRC",371276.9
"04","GTM",46779.3
"04","GUF",10900
"04","GUY",12979.6
"04","HND",68445.7
"04","HRV",10744.1
"04","HTI",13277
"04","HUN",8201
"04","IDN",12519.9
"04","IND",1222538.5
"04","IND.EA",9175
"04","IND.NE",8642.2
"04","IND.NO",10254.1
"04","IND.SO",8751
"04","IND.WE",10044.5
"04","IRL",7755.6
"04","IRN",27766.2
"04","IRQ",14865.4
"04","ISL",7642
"04","ISR",273598.6
"04","ITA",968117
"04","JAM",16998.2
"04","JOR",16630
"04","JPN",1479602.3
"04","JPN.CE",11243.8
"04","JPN.HO",11581.4
"04","JPN.KY",11089.8
"04","JPN.OK",10673.3
"04","JPN.SH",11430.7
"04","JPN.TO",11408.4
"04","KAZ",16704.1
"04","KEN",11271.5
"04","KGZ",12836.5
"04","KHM",13083.5
"04","KOR",132359.1
"04","KOS",11531.2
"04","KWT",12613.6
"04","LAO",11131.5
"04","LBN",11800.2
"04","LBR",8523.7
"04","LBY",14596.3
"04","LKA",16972.8
"04","LSO",13221.6
"04","LTU",10413.9
"04","LUX",7403.2
"04","LVA",6844.2
"04","MAR",72147.9
"04","MDA",10084.1
"04","MDG",14467.7
"04","MEX",52399.1
"04","MKD",12780.1
"04","MLI",15043.3
"04","MLT",12684.8
"04","MMR",13005.9
"04","MNE",11371.3
"04","MNG",14022.9
"04","MOZ",12372.4
"04","MRT",45731.1
"04","MUS",23684.9
"04","MWI",18101
"04","MYS",99061.1
"04","NAM",60101.1
"04","NER",14765.6
"04","NGA",12231.3
"04","NIC",13916
"04","NLD",6220.7
"04","NOR",15035.2
"04","NPL",12253.4
"04","NZL",6755.2
"04","OMN",13470.1
"04","PAK",44383.1
"04","PAN",4086.9
"04","PER",75019
"04","PHL",224783.6
"04","PNG",8923.2
"04","POL",68934.4
"04","PRK",12179.9
"04","PRT",1294299
"04","PRY",10690.9
"04","QAT",13113.5
"04","ROU",15347.4
"04","RUS",0
"04","RUS.CE",10402.1
"04","RUS.FE",11383.2
"04","RUS.MV",11066.7
"04","RUS.NW",9414.5
"04","RUS.SI",10985.8
"04","RUS.SO",12519.5
"04","RUS.UR",10758.7
"04","RWA",23429.3
"04","SAU",44848.9
"04","SDN",10944.3
"04","SEN",17838.1
"04","SGP",8447.5
"04","SLE",9125.1
"04","SLV",10703.2
"04","SOM",11718.8
"04","SRB",12193.3
"04","SUR",11178.7
"04","SVK",9455.1
"04","SVN",8789.5
"04","SWE",9676.2
"04","SWZ",11163.4
"04","SYR",13638.7
"04","TCD",13215.3
"04","TGO",9005.9
"04","THA",1761706.7
"04","TJK",13570.8
"04","TKM",12614.1
"04","TLS",10433.4
"04","TTO",5953.6
"04","TUN",13875.9
"04","TUR",29293
"04","TWN",10049.8
"04","TZA",14151
"04","UGA",10317.5
"04","UKR",10615.7
"04","URY",90847.2
"04","USA",33807082.7
"04","USA.AK",10311.1
"04","USA.AZ",16914.6
"04","USA.CA",15708.3
"04","USA.ER",12103.2
"04","USA.FR",12137.2
"04","USA.GU",9272.1
"04","USA.HA",15738.8
"04","USA.ME",13803.5
"04","USA.MW",13829.8
"04","USA.NE",13198.4
"04","USA.NW",16224
"04","USA.NY",12691
"04","USA.PR",10879.2
"04","USA.RA",16476.4
"04","USA.RE",13458
"04","USA.RM",13007.3
"04","USA.RW",13061.9
"04","USA.SA",11760.1
"04","USA.SC",12328.2
"04","USA.SE",11591.5
"04","USA.SN",13729.1
"04","USA.SS",15597.7
"04","USA.SV",13109.8
"04","USA.SW",13241
"04","UZB",12399.6
"04","VEN",10202.9
"04","VNM",10026.8
"04","YEM",17100.4
"04","ZAF",576079.1
"04","ZMB",12029.7
"04","ZWE",11920
"05","AFG",15753.2
"05","AGO",13144.2
"05","ALB",12360.6
"05","ARE",67256
"05","ARG",39081.2
"05","ARM",12726
"05","ATA",0
"05","AUS",72230.7
