"month","country","generation"
7,"CHN-WM",10.7
7,"CHN-XI",73.9
7,"CHN-YU",54.1
7,"CHN-ZH",12.2
7,"CIV",143.4
7,"CMR",278.8
7,"COD",325
7,"COG",169.2
7,"COL",588.9
7,"CRI",928.2
7,"CUB",2.1
7,"CZE",51.2
7,"DEU",1576.8
7,"DOM",67.3
7,"DZA",6.3
7,"ECU",422.6
7,"EGY",176.4
7,"ESP",2481.9
7,"ETH",385.6
7,"FIN",4740.1
7,"FJI",92.4
7,"FRA",14411.2
7,"GAB",167.3
7,"GBR",1307.7
7,"GEO",451.8
7,"GHA",123
7,"GIN",97.1
7,"GNQ",5.8
7,"GRC",189.6
7,"GTM",1082.8
7,"GUF",60
7,"HND",424.7
7,"HRV",603.6
7,"HUN",10.2
7,"IDN",1354
7,"IND",8275.5
7,"IND-EA",49.6
7,"IND-NE",21.7
7,"IND-NO",48.1
7,"IND-SO",13.5
7,"IND-WE",18.5
7,"IRL",82
7,"IRN",255.9
7,"IRQ",102.3
7,"ISL",1015.8
7,"ITA",2019.1
7,"JAM",135.3
7,"JOR",32.1
7,"JPN",1512.6
7,"KAZ",175.2
7,"KEN",400.1
7,"KGZ",249.6
7,"KHM",138.4
7,"KOR",240
7,"KOS",40.9
7,"LAO",755.3
7,"LBN",7.8
7,"LBR",2.5
7,"LKA",926
7,"LSO",60
7,"LTU",3.3
7,"LUX",0
7,"LVA",57.3
7,"MAR",153.4
7,"MDA",143
7,"MDG",403.4
7,"MEX",1544.9
7,"MKD",469
7,"MLI",69.5
7,"MMR",875.4
7,"MNE",33.7
7,"MOZ",224.3
7,"MRT",42.9
7,"MUS",62.5
7,"MWI",114.6
7,"MYS",442.7
7,"NAM",157.2
7,"NGA",83.9
7,"NIC",70.8
7,"NLD",26
7,"NOR",13691.4
7,"NPL",759.8
7,"NZL",1270.2
7,"PAK",661.5
7,"PAN",283.5
7,"PER",984.9
7,"PHL",459.2
7,"PNG",179.4
7,"POL",11.3
7,"PRK",335.2
7,"PRT",2159.2
